log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
3138000,15,55,52,3309.6284,11203.2900,5387.00,140.30,34.35,-127.00,1.25,nan,nan,nan,1500,172,1.17,1.18,10.43,-0.10,0.42,-0.38,60.62,35.49,167.65,
3141000,15,55,54,3309.6132,11203.2744,5395.20,139.89,34.08,-127.00,1.19,nan,nan,nan,1071,102,1.16,1.16,10.55,-0.10,0.44,-0.39,64.44,32.41,160.41,
3144000,15,55,56,3309.5986,11203.2597,5403.90,139.74,33.89,-127.00,1.12,nan,nan,nan,702,46,1.23,1.18,10.66,-0.08,0.47,-0.40,65.53,23.05,158.42,
3147000,15,55,58,3309.5842,11203.2451,5412.00,140.88,33.82,-127.00,1.00,nan,nan,nan,791,59,1.20,1.20,10.49,-0.08,0.45,-0.40,66.11,15.02,162.73,
3150000,15,56,0,3309.5695,11203.2304,5420.60,140.93,34.05,-127.00,0.94,nan,nan,nan,1478,164,1.20,1.20,10.52,-0.09,0.43,-0.39,62.28,10.62,167.11,
3153000,15,56,2,3309.5549,11203.2158,5429.40,140.11,33.80,-127.00,0.94,nan,nan,nan,1171,117,1.11,1.20,10.55,-0.08,0.48,-0.40,66.37,11.48,169.79,
3156000,15,56,4,3309.5405,11203.2021,5438.30,140.18,33.32,-127.00,0.88,nan,nan,nan,874,72,1.16,1.16,10.59,-0.07,0.49,-0.39,68.63,16.42,172.53,
3159000,15,56,6,3309.5263,11203.1875,5446.30,140.73,33.58,-127.00,0.81,nan,nan,nan,930,80,1.11,1.19,10.37,-0.03,0.57,-0.39,70.48,26.30,172.68,
3162000,15,56,8,3309.5119,11203.1738,5454.80,140.67,33.14,-127.00,0.75,nan,nan,nan,1432,157,1.07,1.16,10.33,0.00,0.56,-0.39,65.60,33.48,170.13,
3165000,15,56,10,3309.4978,11203.1591,5464.00,140.83,32.72,-127.00,0.69,nan,nan,nan,710,47,1.18,1.17,10.49,0.09,0.59,-0.40,67.47,36.29,164.61,
3168000,15,56,12,3309.4833,11203.1455,5472.70,141.71,33.19,-127.00,0.63,nan,nan,nan,806,61,1.18,1.18,10.51,0.07,0.61,-0.38,68.63,29.87,163.07,
3171000,15,56,14,3309.4689,11203.1318,5481.00,141.90,33.76,-127.00,0.56,nan,nan,nan,1495,166,1.08,1.19,10.71,0.09,0.62,-0.37,69.17,24.56,163.51,
3174000,15,56,16,3309.4545,11203.1171,5489.20,142.28,32.53,-127.00,0.56,nan,nan,nan,1316,139,1.16,1.17,10.42,0.11,0.63,-0.36,72.50,22.94,163.56,
3177000,15,56,18,3309.4401,11203.1035,5494.10,142.73,32.86,-127.00,0.50,nan,nan,nan,1038,97,1.14,1.19,10.37,0.16,0.64,-0.32,72.97,21.18,165.54,
3180000,15,56,20,3309.4255,11203.0908,5499.50,143.11,32.77,-127.00,0.44,nan,nan,nan,954,84,1.13,1.13,10.39,0.16,0.66,-0.33,72.34,22.05,166.36,
3183000,15,56,22,3309.4116,11203.0781,5505.50,142.48,31.50,-127.00,0.37,nan,nan,nan,1019,94,1.16,1.15,10.54,0.21,0.61,-0.32,73.53,26.07,164.70,
3186000,15,56,24,3309.3981,11203.0654,5513.60,142.22,30.83,-127.00,0.37,nan,nan,nan,834,66,1.22,1.18,10.64,0.21,0.61,-0.33,67.77,21.39,165.45,
3189000,15,56,26,3309.3847,11203.0527,5521.80,142.73,31.85,-127.00,0.31,nan,nan,nan,697,45,1.16,1.13,10.35,0.24,0.61,-0.30,75.18,20.96,163.07,
3192000,15,56,28,3309.3708,11203.0400,5530.60,142.44,31.42,-127.00,0.31,nan,nan,nan,495,14,1.18,1.10,10.31,0.24,0.60,-0.31,69.59,25.46,163.80,
3195000,15,56,30,3309.3576,11203.0273,5538.90,141.71,30.69,-127.00,0.25,nan,nan,nan,672,41,1.26,1.24,11.04,0.27,0.57,-0.29,65.63,21.22,164.78,
3198000,15,56,32,3309.3442,11203.0156,5547.90,142.57,31.33,-127.00,0.19,nan,nan,nan,1156,115,1.17,1.21,10.43,0.25,0.61,-0.29,70.67,17.75,162.40,
3201000,15,56,34,3309.3303,11203.0029,5556.90,143.41,31.74,-127.00,0.12,nan,nan,nan,930,80,1.21,1.17,10.59,0.24,0.61,-0.29,68.54,16.00,164.61,
3204000,15,56,36,3309.3164,11202.9902,5566.00,143.14,31.80,-127.00,0.12,nan,nan,nan,649,37,1.24,1.22,11.01,0.27,0.58,-0.30,67.91,13.04,166.43,
3207000,15,56,38,3309.3022,11202.9785,5574.50,143.62,32.53,-127.00,0.06,nan,nan,nan,710,47,1.09,1.16,10.12,0.30,0.57,-0.28,68.20,16.21,169.65,
3210000,15,56,40,3309.2873,11202.9648,5583.70,143.55,34.25,-127.00,0.06,nan,nan,nan,778,57,1.19,1.28,10.77,0.35,0.48,-0.24,65.36,22.27,172.02,
3213000,15,56,42,3309.2722,11202.9521,5590.40,143.86,33.96,-127.00,0.00,nan,nan,nan,1245,128,0.93,1.22,10.15,0.34,0.39,-0.24,70.49,24.12,170.33,
3216000,15,56,44,3309.2568,11202.9394,5599.40,143.39,34.91,-127.00,-0.06,nan,nan,nan,730,50,1.15,1.24,10.42,0.35,0.36,-0.24,68.64,33.29,167.99,
3219000,15,56,46,3309.2412,11202.9257,5608.80,142.72,35.76,-127.00,-0.12,nan,nan,nan,783,58,1.14,1.18,10.06,0.37,0.35,-0.21,67.73,33.45,162.85,
3222000,15,56,48,3309.2255,11202.9111,5617.90,142.53,35.40,-127.00,-0.19,nan,nan,nan,1400,152,1.18,1.22,10.39,0.34,0.30,-0.24,69.69,27.34,161.75,
3225000,15,56,50,3309.2102,11202.8974,5626.70,142.42,35.06,-127.00,-0.25,nan,nan,nan,810,62,1.21,1.28,10.53,0.35,0.37,-0.24,70.84,21.06,162.69,
3228000,15,56,52,3309.1945,11202.8828,5636.10,143.06,35.14,-127.00,-0.25,nan,nan,nan,798,60,1.13,1.16,10.23,0.36,0.37,-0.24,69.96,19.76,163.23,
3231000,15,56,54,3309.1787,11202.8701,5645.20,144.78,35.34,-127.00,-0.31,nan,nan,nan,1385,150,1.20,1.23,10.54,0.35,0.34,-0.23,66.65,17.60,165.67,
3234000,15,56,56,3309.1625,11202.8564,5654.90,144.19,35.36,-127.00,-0.37,nan,nan,nan,1360,146,1.21,1.26,10.75,0.34,0.31,-0.24,70.48,14.07,168.50,
3237000,15,56,58,3309.1467,11202.8427,5664.80,144.35,34.96,-127.00,-0.44,nan,nan,nan,1184,119,1.13,1.17,10.55,0.31,0.27,-0.24,73.51,20.39,167.68,
3240000,15,57,0,3309.1303,11202.8300,5673.90,145.83,35.67,-127.00,-0.50,nan,nan,nan,1044,98,1.17,1.21,10.65,0.28,0.21,-0.24,65.13,25.67,169.24,
3243000,15,57,2,3309.1135,11202.8164,5681.00,146.15,35.95,-127.00,-0.50,nan,nan,nan,997,90,1.16,1.20,10.62,0.22,0.17,-0.25,69.41,26.46,167.38,
3246000,15,57,4,3309.0969,11202.8037,5690.40,145.63,35.42,-127.00,-0.56,nan,nan,nan,964,85,1.17,1.23,10.69,0.16,0.17,-0.29,68.46,30.62,167.29,
3249000,15,57,6,3309.0805,11202.7900,5699.70,145.06,36.65,-127.00,-0.63,nan,nan,nan,774,56,1.07,1.11,10.06,0.16,0.16,-0.28,65.25,31.49,164.44,
3252000,15,57,8,3309.0632,11202.7763,5706.70,145.77,37.59,-127.00,-0.69,nan,nan,nan,688,43,1.16,1.14,10.14,0.14,0.15,-0.26,69.66,27.79,162.87,
3255000,15,57,10,3309.0458,11202.7626,5713.60,146.19,36.72,-127.00,-0.75,nan,nan,nan,447,7,1.25,1.33,11.03,0.13,0.16,-0.28,72.93,24.47,163.13,
3258000,15,57,12,3309.0290,11202.7490,5721.30,144.97,35.00,-127.00,-0.81,nan,nan,nan,591,29,1.20,1.14,10.14,0.10,0.22,-0.33,73.13,21.46,166.46,
3261000,15,57,14,3309.0124,11202.7363,5727.70,145.71,37.83,-127.00,-0.88,nan,nan,nan,577,26,1.29,1.10,10.48,0.06,0.18,-0.33,69.08,23.84,166.57,
3264000,15,57,16,3308.9938,11202.7216,5733.10,147.88,40.56,-127.00,-0.88,nan,nan,nan,591,29,1.15,1.10,10.21,0.09,0.16,-0.29,70.83,29.55,166.14,
3267000,15,57,18,3308.9743,11202.7070,5740.40,148.20,41.65,-127.00,-0.94,nan,nan,nan,752,53,1.24,1.30,10.95,0.04,0.19,-0.32,74.16,24.37,164.54,
3270000,15,57,20,3308.9558,11202.6923,5746.30,146.92,38.14,-127.00,-1.00,nan,nan,nan,506,16,1.09,1.15,10.27,0.02,0.22,-0.33,63.67,29.78,165.78,
3273000,15,57,22,3308.9375,11202.6777,5754.30,146.43,40.92,-127.00,-1.06,nan,nan,nan,761,54,1.25,1.17,10.78,-0.01,0.23,-0.33,68.36,24.90,164.03,
3276000,15,57,24,3308.9182,11202.6621,5763.40,146.49,41.14,-127.00,-1.12,nan,nan,nan,702,46,1.25,1.21,10.57,-0.03,0.26,-0.34,72.14,24.44,162.19,
3279000,15,57,26,3308.8989,11202.6474,5772.70,146.63,40.84,-127.00,-1.12,nan,nan,nan,987,89,1.36,1.24,10.97,-0.02,0.26,-0.36,68.10,19.29,166.54,
3282000,15,57,28,3308.8793,11202.6318,5782.70,148.18,41.61,-127.00,-1.19,nan,nan,nan,964,85,1.18,1.18,10.38,0.01,0.21,-0.34,66.31,20.56,168.75,
3285000,15,57,30,3308.8596,11202.6171,5792.70,148.51,41.64,-127.00,-1.25,nan,nan,nan,987,89,1.27,1.28,10.96,-0.06,0.32,-0.37,71.08,28.63,166.95,
3288000,15,57,32,3308.8398,11202.6025,5802.70,148.37,41.10,-127.00,-1.25,nan,nan,nan,761,54,1.15,1.20,10.21,-0.06,0.31,-0.36,68.89,30.01,167.10,
3291000,15,57,34,3308.8198,11202.5878,5812.50,148.55,42.11,-127.00,-1.31,nan,nan,nan,688,43,1.21,1.13,10.29,-0.09,0.31,-0.38,62.47,29.04,165.28,
3294000,15,57,36,3308.7993,11202.5722,5822.50,147.64,43.17,-127.00,-1.37,nan,nan,nan,672,41,1.20,1.22,10.69,-0.09,0.34,-0.39,68.27,28.90,159.58,
3297000,15,57,38,3308.7792,11202.5556,5832.20,145.78,41.88,-127.00,-1.37,nan,nan,nan,770,56,1.16,1.15,10.24,-0.05,0.32,-0.37,64.79,20.19,160.06,
3300000,15,57,40,3308.7602,11202.5400,5842.20,145.61,40.91,-127.00,-1.44,nan,nan,nan,641,36,1.26,1.25,10.83,-0.03,0.32,-0.38,70.58,9.21,162.02,
3303000,15,57,42,3308.7412,11202.5244,5851.60,147.19,40.87,-127.00,-1.44,nan,nan,nan,774,56,1.15,1.22,10.51,-0.06,0.33,-0.38,68.63,11.60,167.97,
3306000,15,57,44,3308.7219,11202.5097,5860.80,147.55,41.08,-127.00,-1.50,nan,nan,nan,752,53,1.14,1.27,10.69,-0.08,0.35,-0.38,67.42,18.03,170.62,
3309000,15,57,46,3308.7028,11202.4951,5870.50,147.67,39.96,-127.00,-1.56,nan,nan,nan,752,53,1.18,1.21,10.51,-0.06,0.46,-0.40,70.43,25.69,169.24,
3312000,15,57,48,3308.6840,11202.4804,5879.20,148.13,40.31,-127.00,-1.56,nan,nan,nan,787,58,1.20,1.24,10.86,-0.07,0.46,-0.39,67.12,28.52,168.74,
3315000,15,57,50,3308.6647,11202.4658,5887.90,148.73,40.88,-127.00,-1.63,nan,nan,nan,581,27,1.20,1.19,10.57,-0.06,0.50,-0.39,65.76,33.94,164.61,
3318000,15,57,52,3308.6452,11202.4521,5896.00,148.61,40.27,-127.00,-1.69,nan,nan,nan,605,31,1.30,1.26,10.75,-0.06,0.47,-0.41,64.65,31.79,160.96,
3321000,15,57,54,3308.6262,11202.4375,5904.40,149.40,39.43,-127.00,-1.75,nan,nan,nan,694,44,1.35,1.18,10.44,-0.06,0.50,-0.39,65.74,25.93,159.05,
3324000,15,57,56,3308.6071,11202.4238,5913.40,148.99,39.95,-127.00,-1.81,nan,nan,nan,638,36,1.25,1.24,10.53,-0.08,0.47,-0.39,63.39,19.23,159.77,
3327000,15,57,58,3308.5883,11202.4101,5922.00,148.64,39.17,-127.00,-1.81,nan,nan,nan,830,65,1.18,1.23,10.31,-0.08,0.47,-0.40,66.12,17.68,158.78,
3330000,15,58,0,3308.5703,11202.3964,5930.60,148.45,37.94,-127.00,-1.88,nan,nan,nan,791,59,1.17,1.27,10.45,-0.08,0.43,-0.39,60.30,14.66,164.15,
3333000,15,58,2,3308.5520,11202.3828,5939.20,148.33,38.55,-127.00,-1.88,nan,nan,nan,692,44,1.12,1.23,10.18,-0.09,0.41,-0.40,63.38,15.83,166.64,
3336000,15,58,4,3308.5336,11202.3701,5947.60,148.09,38.45,-127.00,-1.94,nan,nan,nan,633,35,1.20,1.27,10.56,-0.09,0.48,-0.40,64.00,19.92,166.75,
3339000,15,58,6,3308.5158,11202.3564,5955.60,148.03,37.92,-127.00,-2.00,nan,nan,nan,646,37,1.08,1.19,10.06,-0.06,0.50,-0.40,61.61,23.73,167.87,
3342000,15,58,8,3308.4978,11202.3427,5963.90,148.25,37.67,-127.00,-2.00,nan,nan,nan,1140,112,1.07,1.15,9.99,-0.06,0.52,-0.40,62.57,26.76,167.10,
3345000,15,58,10,3308.4799,11202.3291,5972.10,147.08,38.17,-127.00,-2.00,nan,nan,nan,785,58,1.19,1.18,10.39,-0.07,0.48,-0.39,56.27,26.04,167.73,
3348000,15,58,12,3308.4624,11202.3144,5980.40,145.84,38.21,-127.00,-2.06,nan,nan,nan,735,51,1.13,1.11,10.12,-0.04,0.54,-0.39,61.99,27.68,162.53,
3351000,15,58,14,3308.4448,11202.3007,5988.40,145.80,37.92,-127.00,-2.13,nan,nan,nan,1171,117,1.33,1.18,10.51,-0.07,0.48,-0.41,60.87,24.29,160.80,
3354000,15,58,16,3308.4274,11202.2861,5994.90,145.19,38.20,-127.00,-2.13,nan,nan,nan,643,37,1.23,1.11,10.31,-0.09,0.48,-0.39,65.41,18.74,160.27,
3357000,15,58,18,3308.4099,11202.2705,6000.90,143.93,38.52,-127.00,-2.19,nan,nan,nan,671,41,1.29,1.13,10.87,-0.09,0.45,-0.39,64.52,16.58,162.79,
3360000,15,58,20,3308.3925,11202.2558,6009.00,144.32,38.45,-127.00,-2.25,nan,nan,nan,514,17,1.24,1.21,10.75,-0.08,0.46,-0.40,68.00,14.07,164.12,
3363000,15,58,22,3308.3750,11202.2412,6017.00,145.43,38.50,-127.00,-2.25,nan,nan,nan,456,8,1.30,1.21,10.89,-0.08,0.44,-0.38,66.46,15.43,165.18,
3366000,15,58,24,3308.3571,11202.2265,6023.50,144.79,38.82,-127.00,-2.25,nan,nan,nan,549,22,1.23,1.17,10.81,-0.11,0.44,-0.38,68.43,16.70,164.73,
3369000,15,58,26,3308.3395,11202.2109,6031.50,144.15,38.33,-127.00,-2.31,nan,nan,nan,927,80,1.29,1.19,11.02,-0.08,0.47,-0.40,68.67,15.89,164.97,
3372000,15,58,28,3308.3222,11202.1962,6039.80,144.34,38.07,-127.00,-2.38,nan,nan,nan,454,8,1.24,1.20,10.89,-0.07,0.49,-0.39,68.71,14.03,164.88,
3375000,15,58,30,3308.3049,11202.1816,6048.40,145.01,38.47,-127.00,-2.44,nan,nan,nan,702,46,1.28,1.18,10.95,-0.08,0.50,-0.40,67.80,15.15,166.63,
3378000,15,58,32,3308.2873,11202.1669,6056.50,144.50,38.32,-127.00,-2.44,nan,nan,nan,1274,133,1.19,1.19,10.89,-0.08,0.51,-0.40,69.77,17.78,166.15,
3381000,15,58,34,3308.2702,11202.1523,6065.10,144.64,37.58,-127.00,-2.50,nan,nan,nan,1035,96,1.24,1.17,10.83,-0.07,0.50,-0.39,68.69,18.67,166.38,
3384000,15,58,36,3308.2531,11202.1376,6074.00,144.82,37.82,-127.00,-2.56,nan,nan,nan,868,71,1.28,1.22,10.87,-0.07,0.52,-0.38,70.03,19.33,163.90,
3387000,15,58,38,3308.2360,11202.1220,6081.10,144.05,37.77,-127.00,-2.63,nan,nan,nan,813,62,1.25,1.15,10.76,-0.07,0.52,-0.41,68.98,21.54,163.69,
3390000,15,58,40,3308.2189,11202.1074,6088.00,143.42,37.48,-127.00,-2.63,nan,nan,nan,791,59,1.26,1.14,10.78,-0.05,0.56,-0.40,68.09,19.81,164.70,
3393000,15,58,42,3308.2023,11202.0917,6095.90,143.14,37.62,-127.00,-2.69,nan,nan,nan,643,37,1.19,1.15,10.63,-0.08,0.51,-0.38,68.98,24.00,163.55,
3396000,15,58,44,3308.1855,11202.0771,6103.70,143.41,36.86,-127.00,-2.75,nan,nan,nan,477,11,1.25,1.15,10.81,-0.08,0.51,-0.38,66.63,28.21,163.04,
3399000,15,58,46,3308.1691,11202.0625,6110.00,142.77,36.40,-127.00,-2.81,nan,nan,nan,424,3,1.21,1.13,10.46,-0.08,0.50,-0.40,64.84,30.43,161.74,
3402000,15,58,48,3308.1533,11202.0468,6117.00,142.40,36.18,-127.00,-2.81,nan,nan,nan,410,1,1.23,1.11,10.28,-0.10,0.47,-0.40,60.88,31.82,159.36,
3405000,15,58,50,3308.1372,11202.0322,6122.00,142.35,35.95,-127.00,-2.88,nan,nan,nan,445,6,1.14,1.11,10.10,-0.11,0.44,-0.38,56.04,31.83,158.11,
3408000,15,58,52,3308.1215,11202.0175,6128.60,142.88,35.24,-127.00,-2.94,nan,nan,nan,887,74,1.21,1.10,9.79,-0.12,0.35,-0.37,46.10,33.71,158.98,
3411000,15,58,54,3308.1057,11202.0039,6134.90,143.60,34.85,-127.00,-3.00,nan,nan,nan,714,47,1.25,1.14,10.04,-0.11,0.29,-0.36,42.25,31.32,158.19,
3414000,15,58,56,3308.0895,11201.9902,6140.70,145.43,34.80,-127.00,-3.00,nan,nan,nan,744,52,1.28,1.17,10.10,-0.09,0.23,-0.34,42.35,32.48,154.41,
3417000,15,58,58,3308.0732,11201.9775,6144.80,144.79,36.03,-127.00,-3.00,nan,nan,nan,508,16,1.35,1.15,10.38,0.03,0.15,-0.30,42.80,32.72,149.24,
3420000,15,59,0,3308.0566,11201.9628,6150.00,142.00,37.92,-127.00,-3.00,nan,nan,nan,555,23,1.32,1.19,10.47,0.26,0.21,-0.26,48.07,30.69,145.99,
3423000,15,59,2,3308.0397,11201.9472,6154.40,142.76,38.61,-127.00,-3.06,nan,nan,nan,1107,107,1.38,1.15,10.24,0.31,0.30,-0.26,41.96,26.66,149.25,
3426000,15,59,4,3308.0224,11201.9326,6159.10,144.55,39.14,-127.00,-3.06,nan,nan,nan,679,42,1.31,1.19,10.47,0.31,0.48,-0.30,47.86,25.51,149.02,
3429000,15,59,6,3308.0048,11201.9179,6164.00,143.29,39.79,-127.00,-3.06,nan,nan,nan,640,36,1.40,1.21,10.66,0.19,0.60,-0.33,50.55,21.97,153.70,
3432000,15,59,8,3307.9873,11201.9023,6169.30,144.16,39.23,-127.00,-3.06,nan,nan,nan,717,48,1.28,1.18,10.33,0.08,0.62,-0.38,46.00,25.33,155.89,
3435000,15,59,10,3307.9699,11201.8876,6172.60,146.93,37.15,-127.00,-3.13,nan,nan,nan,700,45,1.24,1.14,10.01,0.01,0.58,-0.39,46.59,28.20,155.07,
3438000,15,59,12,3307.9523,11201.8740,6177.10,148.76,37.29,-127.00,-3.13,nan,nan,nan,646,37,1.30,1.15,10.30,-0.08,0.55,-0.38,44.62,27.40,156.71,
3441000,15,59,14,3307.9343,11201.8613,6182.50,148.05,37.65,-127.00,-3.13,nan,nan,nan,1220,124,1.32,1.14,10.34,-0.14,0.44,-0.38,38.79,28.26,155.15,
3444000,15,59,16,3307.9167,11201.8476,6187.10,146.59,36.85,-127.00,-3.19,nan,nan,nan,746,52,1.27,1.10,10.03,-0.08,0.26,-0.34,38.82,27.19,152.20,
3447000,15,59,18,3307.8994,11201.8339,6192.40,147.73,36.83,-127.00,-3.19,nan,nan,nan,737,51,1.36,1.10,10.16,-0.01,0.19,-0.33,39.24,24.33,150.14,
3450000,15,59,20,3307.8813,11201.8212,6197.60,148.62,38.15,-127.00,-3.19,nan,nan,nan,746,52,1.36,1.10,10.20,0.17,0.17,-0.27,40.97,20.68,150.06,
3453000,15,59,22,3307.8630,11201.8076,6201.10,147.60,39.82,-127.00,-3.25,nan,nan,nan,1134,111,1.31,1.12,10.44,0.30,0.27,-0.26,44.86,18.44,150.95,
3456000,15,59,24,3307.8442,11201.7939,6207.30,145.85,40.40,-127.00,-3.31,nan,nan,nan,1074,102,1.33,1.18,10.56,0.34,0.44,-0.28,49.13,12.50,152.77,
3459000,15,59,26,3307.8261,11201.7783,6213.20,144.57,39.56,-127.00,-3.31,nan,nan,nan,708,46,1.34,1.18,10.62,0.27,0.60,-0.31,49.03,8.29,157.21,
3462000,15,59,28,3307.8083,11201.7636,6220.20,145.74,38.63,-127.00,-3.38,nan,nan,nan,780,57,1.33,1.22,10.69,0.20,0.67,-0.31,50.66,2.32,163.24,
3465000,15,59,30,3307.7905,11201.7490,6227.30,144.97,38.49,-127.00,-3.44,nan,nan,nan,1171,117,1.26,1.18,10.61,0.15,0.69,-0.31,53.59,-0.72,172.10,
3468000,15,59,32,3307.7731,11201.7343,6237.00,144.15,38.09,-127.00,-3.50,nan,nan,nan,1512,179,1.19,1.21,10.44,0.22,0.64,-0.32,55.15,2.55,176.77,
3471000,15,59,34,3307.7558,11201.7197,6246.10,145.69,37.71,-127.00,-3.50,nan,nan,nan,1560,214,1.15,1.23,10.42,0.28,0.61,-0.28,63.82,9.20,176.79,
3474000,15,59,36,3307.7380,11201.7060,6253.70,145.96,38.63,-127.00,-3.63,nan,nan,nan,1595,240,1.17,1.28,10.63,0.36,0.52,-0.26,70.52,19.53,178.61,
3477000,15,59,38,3307.7207,11201.6914,6263.30,143.35,38.35,-127.00,-3.63,nan,nan,nan,1543,201,1.13,1.22,10.51,0.36,0.41,-0.25,65.55,28.59,175.88,
3480000,15,59,40,3307.7036,11201.6767,6273.00,144.40,37.29,-127.00,-3.75,nan,nan,nan,1521,186,1.13,1.13,10.47,0.31,0.28,-0.25,55.48,35.09,170.27,
3483000,15,59,42,3307.6862,11201.6630,6282.00,147.55,38.60,-127.00,-3.81,nan,nan,nan,1242,128,1.13,1.14,10.24,0.33,0.25,-0.22,62.14,32.60,161.95,
3486000,15,59,44,3307.6679,11201.6494,6291.80,146.36,39.66,-127.00,-3.88,nan,nan,nan,870,71,1.31,1.21,10.57,0.36,0.35,-0.21,67.37,22.36,158.80,
3489000,15,59,46,3307.6501,11201.6347,6301.20,144.28,38.64,-127.00,-3.94,nan,nan,nan,1004,92,1.19,1.16,10.20,0.35,0.40,-0.25,66.18,19.49,161.99,
3492000,15,59,48,3307.6325,11201.6201,6310.30,145.88,38.96,-127.00,-4.00,nan,nan,nan,987,89,1.16,1.20,10.14,0.36,0.37,-0.23,65.06,14.13,165.65,
3495000,15,59,50,3307.6142,11201.6054,6319.90,146.79,39.98,-127.00,-4.13,nan,nan,nan,987,89,1.19,1.23,10.71,0.37,0.35,-0.23,77.81,12.13,165.72,
3498000,15,59,52,3307.5959,11201.5908,6329.40,145.24,39.23,-127.00,-4.19,nan,nan,nan,975,87,1.24,1.28,10.83,0.32,0.28,-0.24,70.38,16.24,171.75,
3501000,15,59,54,3307.5781,11201.5761,6339.50,144.83,39.02,-127.00,-4.19,nan,nan,nan,880,73,1.11,1.17,10.39,0.29,0.23,-0.25,71.91,21.86,171.25,
3504000,15,59,56,3307.5598,11201.5615,6349.40,146.35,39.95,-127.00,-4.25,nan,nan,nan,951,83,1.18,1.19,10.76,0.23,0.17,-0.23,69.46,32.78,170.22,
3507000,15,59,58,3307.5412,11201.5468,6359.20,146.21,39.80,-127.00,-4.31,nan,nan,nan,834,66,1.21,1.22,10.64,0.22,0.16,-0.24,65.48,32.90,167.27,
3510000,16,0,0,3307.5229,11201.5322,6366.30,144.91,39.44,-127.00,-4.44,nan,nan,nan,1191,120,1.22,1.21,10.69,0.13,0.15,-0.26,65.08,36.22,160.55,
3513000,16,0,2,3307.5046,11201.5175,6373.90,145.55,40.40,-127.00,-4.50,nan,nan,nan,1081,103,1.18,1.13,10.28,0.17,0.16,-0.26,62.89,26.84,160.83,
3516000,16,0,4,3307.4858,11201.5029,6383.20,144.83,41.18,-127.00,-4.56,nan,nan,nan,612,32,1.19,1.26,10.69,0.19,0.18,-0.27,66.88,20.09,161.43,
3519000,16,0,6,3307.4672,11201.4873,6390.70,144.44,40.69,-127.00,-4.63,nan,nan,nan,700,45,1.18,1.17,10.35,0.20,0.20,-0.28,71.86,17.35,161.11,
3522000,16,0,8,3307.4484,11201.4716,6398.20,144.58,41.84,-127.00,-4.69,nan,nan,nan,802,61,1.16,1.17,10.37,0.26,0.21,-0.25,65.18,11.91,165.59,
3525000,16,0,10,3307.4289,11201.4550,6405.60,145.51,42.23,-127.00,-4.69,nan,nan,nan,793,59,1.21,1.24,10.83,0.22,0.21,-0.28,67.10,10.61,168.81,
3528000,16,0,12,3307.4096,11201.4394,6412.90,145.12,41.37,-127.00,-4.81,nan,nan,nan,880,73,1.14,1.19,10.45,0.13,0.19,-0.29,72.62,15.65,171.31,
3531000,16,0,14,3307.3906,11201.4248,6419.90,145.06,40.85,-127.00,-4.81,nan,nan,nan,951,83,1.16,1.17,10.51,0.09,0.18,-0.30,70.54,23.72,170.97,
3534000,16,0,16,3307.3713,11201.4082,6428.80,145.35,42.45,-127.00,-4.94,nan,nan,nan,1228,126,1.19,1.21,10.61,0.02,0.20,-0.33,65.57,28.00,169.94,
3537000,16,0,18,3307.3518,11201.3925,6439.00,146.44,41.09,-127.00,-4.94,nan,nan,nan,802,61,1.19,1.19,10.59,0.02,0.20,-0.33,68.86,30.55,165.46,
3540000,16,0,20,3307.3327,11201.3779,6448.20,146.29,40.80,-127.00,-5.00,nan,nan,nan,880,73,1.24,1.14,10.45,-0.00,0.22,-0.34,60.79,30.09,165.38,
3543000,16,0,22,3307.3134,11201.3623,6458.40,146.36,42.22,-127.00,-5.06,nan,nan,nan,1277,133,1.17,1.10,10.15,-0.02,0.25,-0.33,61.89,28.41,161.85,
3546000,16,0,24,3307.2934,11201.3466,6468.40,146.54,42.80,-127.00,-5.19,nan,nan,nan,1095,105,1.26,1.21,10.39,0.03,0.22,-0.33,62.76,18.67,162.16,
3549000,16,0,26,3307.2734,11201.3310,6478.20,147.43,42.12,-127.00,-5.19,nan,nan,nan,700,45,1.20,1.09,9.93,0.03,0.23,-0.34,63.11,16.05,162.79,
3552000,16,0,28,3307.2531,11201.3154,6484.70,147.61,43.15,-127.00,-5.25,nan,nan,nan,793,59,1.14,1.11,10.16,0.03,0.23,-0.36,60.98,13.40,168.92,
3555000,16,0,30,3307.2326,11201.2998,6494.50,147.81,43.35,-127.00,-5.31,nan,nan,nan,498,14,1.07,1.08,9.82,0.01,0.23,-0.34,62.17,16.74,173.66,
3558000,16,0,33,3307.2023,11201.2763,6504.80,145.64,43.91,-127.00,-5.31,nan,nan,nan,964,85,1.11,1.21,10.42,0.33,0.51,-0.28,63.70,24.54,173.78,
3561000,16,0,35,3307.1821,11201.2597,6519.30,145.94,44.06,-127.00,-5.44,nan,nan,nan,656,39,1.06,1.19,10.30,0.36,0.39,-0.24,68.21,30.75,170.41,
3564000,16,0,37,3307.1618,11201.2441,6529.00,145.53,44.47,-127.00,-5.50,nan,nan,nan,710,47,1.18,1.20,10.70,0.36,0.36,-0.23,63.24,31.21,169.35,
